sample	hier_label	hier_label16	hier_label32	branch_length	label	color	annotation_name
2024.EXT.0725.1611.150_Bab_United_States	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.1.2.1.2.1.1.2	FE00A4	VO0A8	7.64460e-06		#3333ff	
2024.EXT.0725.1630.130_Bab_United_States	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.1.2.1.2.1.2	FE00A8	VO0AG	5.19830e-06		#3333ff	
2024.EXT.0725.2151.030_Bab_Zimbabwe	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.1.2.1.2.2	FE00B	VO0B	5.50410e-06		#3333ff	
n255	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.1.2.2	FE00C	VO0C	7.03300e-06	100	#3333ff	
n256	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.1.2.2.1	FE00C	VO0C	9.17300e-07	95	#3333ff	
2024.EXT.0725.1432.070_Bvu	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.1.2.2.1.1	FE00C	VO0C	3.05800e-07		#3333ff	
2024.EXT.0725.1632.090_Bvu_Egypt	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.1.2.2.1.2	FE00D	VO0D	6.11600e-07		#3333ff	
2024.EXT.0725.1600.500_Bvu	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.1.2.2.2	FE00E	VO0E	1.22310e-06		#3333ff	
n260	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.2	FE01	VO0G	3.05800e-07	70	#3333ff	
2024.EXT.0725.1356.440_Bab_Germany	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.2.1	FE010	VO0G	2.05237e-05		#3333ff	
n262	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.2.2	FE018	VO0O	6.42140e-06	100	#3333ff	
n263	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.2.2.1	FE018	VO0O	4.89250e-06	100	#3333ff	
n264	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.2.2.1.1	FE018	VO0O	3.06000e-08	25	#3333ff	
n265	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.2.2.1.1.1	FE018	VO0O	3.06000e-08	7	#3333ff	
n266	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.2.2.1.1.1.1	FE0180	VO0O0	3.06000e-08	9	#3333ff	
n267	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.2.2.1.1.1.1.1	FE0180	VO0O0	3.06000e-08	35	#3333ff	
2024.EXT.0725.1602.320_Bab_United_States	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.2.2.1.1.1.1.1.1	FE0180	VO0O0	7.33880e-06		#3333ff	
2024.EXT.0725.1602.540_Bab_United_States	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.2.2.1.1.1.1.1.2	FE0182	VO0O4	7.33880e-06		#3333ff	
n270	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.2.2.1.1.1.1.2	FE0184	VO0O8	3.06000e-08	8	#3333ff	
n271	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.2.2.1.1.1.1.2.1	FE0184	VO0O8	9.17300e-07	98	#3333ff	
2024.EXT.0725.1603.470_Bab_United_States	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.2.2.1.1.1.1.2.1.1	FE0184	VO0O8	2.75200e-06		#3333ff	
2024.EXT.0725.2044.260_Bab	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.2.2.1.1.1.1.2.1.2	FE0185	VO0OA	3.66940e-06		#3333ff	
n274	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.2.2.1.1.1.1.2.2	FE0186	VO0OC	3.06000e-08	20	#3333ff	
2024.EXT.0725.1628.360_Bab_United_States	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.2.2.1.1.1.1.2.2.1	FE0186	VO0OC	3.36360e-06		#3333ff	
2024.EXT.0725.1629.440_Bab_United_States	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.2.2.1.1.1.1.2.2.2	FE0187	VO0OE	5.50410e-06		#3333ff	
n277	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.2.2.1.1.1.2	FE0188	VO0OG	3.06000e-08	14	#3333ff	
2024.EXT.0725.1627.570_Bab_United_States	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.2.2.1.1.1.2.1	FE0188	VO0OG	7.64460e-06		#3333ff	
2024.EXT.0725.2137.210_Bab_Saudi_Arabia	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.2.2.1.1.1.2.2	FE018C	VO0OO	2.75200e-06		#3333ff	
2024.EXT.0725.1602.420_Bab_United_States	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.2.2.1.1.2	FE019	VO0P	2.75200e-06		#3333ff	
2024.EXT.0725.1602.480_Bab_United_States	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.2.2.1.2	FE01A	VO0Q	6.42140e-06		#3333ff	
n282	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.2.2.2	FE01C	VO0S	1.16198e-05	100	#3333ff	
2024.EXT.0725.2008.460_Bab_United_States	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.2.2.2.1	FE01C	VO0S	1.52890e-06		#3333ff	
n284	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.2.2.2.2	FE01E	VO0U	1.83470e-06	100	#3333ff	
2024.EXT.0725.2019.130_Bab_United_States	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.2.2.2.2.1	FE01E	VO0U	3.05780e-06		#3333ff	
2024.EXT.0725.2022.160_Bab_United_States	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.2.2.2.2.2	FE01F	VO0V	3.66940e-06		#3333ff	
n287	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2	FE02	VO1	3.05800e-07	80	#3333ff	
n288	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1	FE02	VO10	6.11600e-07	89	#3333ff	
n289	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1	FE020	VO10	3.05800e-07	67	#3333ff	
n290	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1	FE020	VO10	4.89250e-06	100	#3333ff	
n291	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1	FE020	VO10	1.52890e-06	99	#3333ff	
n292	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.1	FE020	VO10	6.11600e-07	95	#3333ff	
n293	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.1.1	FE0200	VO100	3.06000e-08	56	#3333ff	
n294	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.1.1.1	FE0200	VO100	3.05780e-06	100	#3333ff	
n295	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.1.1.1.1	FE0200	VO100	3.06000e-08	29	#3333ff	
n296	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.1.1.1.1.1	FE0200	VO100	6.11600e-07	95	#3333ff	
2024.EXT.0725.1359.510_Bab	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.1.1.1.1.1.1	FE02000	VO100	4.28090e-06		#3333ff	
2024.EXT.0725.2139.300_Bab_Bolivia	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.1.1.1.1.1.2	FE02008	VO101	2.14050e-06		#3333ff	
n299	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.1.1.1.1.2	FE0201	VO102	3.06000e-08	11	#3333ff	
n300	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.1.1.1.1.2.1	FE02010	VO102	3.06000e-08	31	#3333ff	
n301	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.1.1.1.1.2.1.1	FE02010	VO1020	1.22310e-06	98	#3333ff	
n302	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.1.1.1.1.2.1.1.1	FE02010	VO1020	3.06000e-08	42	#3333ff	
n303	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.1.1.1.1.2.1.1.1.1	FE02010	VO1020	6.11600e-07	95	#3333ff	
n304	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.1.1.1.1.2.1.1.1.1.1	FE020100	VO1020	6.11600e-07	88	#3333ff	
2024.EXT.0725.1359.570_Bab	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.1.1.1.1.2.1.1.1.1.1.1	FE020100	VO1020	3.97520e-06		#3333ff	
2024.EXT.0725.1402.400_Bab	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.1.1.1.1.2.1.1.1.1.1.2	FE020104	VO1021	3.05780e-06		#3333ff	
2024.EXT.0725.1850.100_Bab_Brazil	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.1.1.1.1.2.1.1.1.1.2	FE020108	VO1022	3.66940e-06		#3333ff	
n308	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.1.1.1.1.2.1.1.1.2	FE02011	VO1024	3.06000e-08	25	#3333ff	
2024.EXT.0725.1401.530_Bab	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.1.1.1.1.2.1.1.1.2.1	FE020110	VO1024	4.28090e-06		#3333ff	
n310	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.1.1.1.1.2.1.1.1.2.2	FE020118	VO1026	1.22310e-06	99	#3333ff	
n311	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.1.1.1.1.2.1.1.1.2.2.1	FE020118	VO1026	3.06000e-08	83	#3333ff	
2024.EXT.0725.1405.550_Bab	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.1.1.1.1.2.1.1.1.2.2.1.1	FE020118	VO10260	1.52890e-06		#3333ff	
2024.EXT.0725.1406.320_Bab	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.1.1.1.1.2.1.1.1.2.2.1.2	FE02011A	VO1026G	5.19830e-06		#3333ff	
2024.EXT.0725.1406.570_Bab	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.1.1.1.1.2.1.1.1.2.2.2	FE02011C	VO1027	2.75200e-06		#3333ff	
2024.EXT.0725.1853.420_Bab_Brazil	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.1.1.1.1.2.1.1.2	FE02012	VO1028	3.05780e-06		#3333ff	
2024.EXT.0725.1405.120_Bab	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.1.1.1.1.2.1.2	FE02014	VO102G	5.50410e-06		#3333ff	
n317	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.1.1.1.1.2.2	FE02018	VO103	3.06000e-08	25	#3333ff	
n318	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.1.1.1.1.2.2.1	FE02018	VO1030	6.11600e-07	99	#3333ff	
2024.EXT.0725.1400.580_Bab	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.1.1.1.1.2.2.1.1	FE02018	VO1030	5.80990e-06		#3333ff	
2024.EXT.0725.1848.260_Bab_Brazil	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.1.1.1.1.2.2.1.2	FE0201A	VO1038	7.33880e-06		#3333ff	
2024.EXT.0725.1851.360_Bab_Brazil	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.1.1.1.1.2.2.2	FE0201C	VO103G	7.64460e-06		#3333ff	
2024.EXT.0725.2146.200_Bab_Argentina	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.1.1.1.2	FE0202	VO104	7.64460e-06		#3333ff	
n323	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.1.1.2	FE0204	VO108	3.66940e-06	100	#3333ff	
2024.EXT.0725.2138.020_Bab_Argentina	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.1.1.2.1	FE0204	VO108	6.42140e-06		#3333ff	
2024.EXT.0725.2150.000_Bab_Portugal	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.1.1.2.2	FE0206	VO10C	8.25620e-06		#3333ff	
n326	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.1.2	FE0208	VO10G	3.06000e-08	55	#3333ff	
2024.EXT.0725.1438.140_Bab_Iran	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.1.2.1	FE0208	VO10G	6.11570e-06		#3333ff	
n328	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.1.2.2	FE020C	VO10O	3.36360e-06	100	#3333ff	
2024.EXT.0725.1508.020_Bab_United_Kingdom	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.1.2.2.1	FE020C	VO10O	6.11570e-06		#3333ff	
2024.EXT.0725.1645.450_Bab_Egypt	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.1.2.2.2	FE020E	VO10S	6.42140e-06		#3333ff	
n331	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.2	FE021	VO11	1.22310e-06	99	#3333ff	
n332	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.2.1	FE0210	VO110	3.06000e-08	46	#3333ff	
n333	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.2.1.1	FE0210	VO110	3.36360e-06	100	#3333ff	
n334	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.2.1.1.1	FE0210	VO110	1.52890e-06	99	#3333ff	
n335	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.2.1.1.1.1	FE0210	VO110	3.06000e-08	72	#3333ff	
2024.EXT.0725.1407.540_Bab_Costa_Rica	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.2.1.1.1.1.1	FE02100	VO110	5.19830e-06		#3333ff	
2024.EXT.0725.1625.570_Bab_United_States	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.2.1.1.1.1.2	FE02108	VO111	4.28090e-06		#3333ff	
n338	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.2.1.1.1.2	FE0211	VO112	3.05800e-07	61	#3333ff	
n339	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.2.1.1.1.2.1	FE02110	VO112	3.06000e-08	68	#3333ff	
2024.EXT.0725.1603.140_Bab_United_States	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.2.1.1.1.2.1.1	FE02110	VO1120	5.50410e-06		#3333ff	
2024.EXT.0725.1629.510_Bab_United_States	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.2.1.1.1.2.1.2	FE02114	VO112G	3.66940e-06		#3333ff	
2024.EXT.0725.1630.540_Bab_United_States	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.2.1.1.1.2.2	FE02118	VO113	3.05780e-06		#3333ff	
n343	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.2.1.1.2	FE0212	VO114	6.11600e-07	92	#3333ff	
2024.EXT.0725.1626.460_Bab_United_States	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.2.1.1.2.1	FE0212	VO114	6.72720e-06		#3333ff	
2024.EXT.0725.1626.540_Bab_United_States	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.2.1.1.2.2	FE0213	VO116	6.11570e-06		#3333ff	
n346	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.2.1.2	FE0214	VO118	1.22310e-06	98	#3333ff	
n347	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.2.1.2.1	FE0214	VO118	1.22310e-06	99	#3333ff	
n348	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.2.1.2.1.1	FE0214	VO118	3.06000e-08	72	#3333ff	
2024.EXT.0725.1625.480_Bab_United_States	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.2.1.2.1.1.1	FE02140	VO118	7.64460e-06		#3333ff	
2024.EXT.0725.1628.050_Bab_United_States	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.2.1.2.1.1.2	FE02148	VO119	5.50410e-06		#3333ff	
n351	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.2.1.2.1.2	FE0215	VO11A	3.06000e-08	71	#3333ff	
2024.EXT.0725.2007.550_Bab_United_States	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.2.1.2.1.2.1	FE02150	VO11A	4.89250e-06		#3333ff	
2024.EXT.0725.2008.080_Bab_United_States	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.2.1.2.1.2.2	FE02158	VO11B	3.97520e-06		#3333ff	
n354	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.2.1.2.2	FE0216	VO11C	2.44620e-06	100	#3333ff	
2024.EXT.0725.2135.210_Bab_United_Kingdom	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.2.1.2.2.1	FE0216	VO11C	4.58670e-06		#3333ff	
2024.EXT.0725.2159.140_Bab_United_Kingdom	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.2.1.2.2.2	FE0217	VO11E	4.28090e-06		#3333ff	
n357	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.2.2	FE0218	VO11G	3.97520e-06	100	#3333ff	
n358	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.2.2.1	FE0218	VO11G	3.05800e-07	66	#3333ff	
n359	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.2.2.1.1	FE0218	VO11G	6.11600e-07	91	#3333ff	
2024.EXT.0725.2004.390_Bab_United_States	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.2.2.1.1.1	FE0218	VO11G	4.28090e-06		#3333ff	
2024.EXT.0725.2013.520_Bab_United_States	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.2.2.1.1.2	FE0219	VO11I	4.89250e-06		#3333ff	
2024.EXT.0725.2018.480_Bab_United_States	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.2.2.1.2	FE021A	VO11K	5.50410e-06		#3333ff	
2024.EXT.0725.2006.360_Bab_United_States	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.1.2.2.2	FE021C	VO11O	5.50410e-06		#3333ff	
n364	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.2	FE022	VO12	4.58670e-06	100	#3333ff	
2024.EXT.0725.1603.580_Bab_United_States	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.2.1	FE022	VO12	7.64460e-06		#3333ff	
n366	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.2.2	FE023	VO13	3.05800e-07	66	#3333ff	
n367	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.2.2.1	FE0230	VO130	3.06000e-08	80	#3333ff	
2024.EXT.0725.1629.580_Bab_United_States	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.2.2.1.1	FE0230	VO130	7.33880e-06		#3333ff	
2024.EXT.0725.1631.030_Bab_United_States	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.2.2.1.2	FE0234	VO138	9.78510e-06		#3333ff	
n370	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.2.2.2	FE0238	VO13G	4.58670e-06	100	#3333ff	
2024.EXT.0725.1956.040_Bab_United_States	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.2.2.2.1	FE0238	VO13G	3.66940e-06		#3333ff	
2024.EXT.0725.2005.020_Bab_United_States	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.1.2.2.2.2	FE023C	VO13O	3.05780e-06		#3333ff	
2024.EXT.0725.1628.440_Bab_United_States	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1.2	FE024	VO14	1.10082e-05		#3333ff	
2024.EXT.0725.1649.360_Bab_Egypt	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.2	FE028	VO18	1.59324e-05		#3333ff	
n375	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.2	FE03	VO1G	1.83470e-06	100	#3333ff	
n376	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.2.1	FE030	VO1G	3.05780e-06	100	#3333ff	
n377	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.2.1.1	FE030	VO1G	1.22310e-06	99	#3333ff	
2024.EXT.0725.1505.510_Bab_United_Kingdom	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.2.1.1.1	FE030	VO1G	1.71582e-05		#3333ff	
n379	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.2.1.1.2	FE032	VO1I	6.11600e-07	96	#3333ff	
n380	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.2.1.1.2.1	FE032	VO1I	3.66940e-06	100	#3333ff	
n381	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.2.1.1.2.1.1	FE0320	VO1I0	3.36360e-06	100	#3333ff	
n382	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.2.1.1.2.1.1.1	FE0320	VO1I0	3.06000e-08	79	#3333ff	
2024.EXT.0725.2137.190_Bab_Mozambique	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.2.1.1.2.1.1.1.1	FE0320	VO1I0	6.11570e-06		#3333ff	
2024.EXT.0725.2201.480_Bab_Zimbabwe	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.2.1.1.2.1.1.1.2	FE0322	VO1I4	5.50410e-06		#3333ff	
2024.EXT.0725.2138.420_Bab_India	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.2.1.1.2.1.1.2	FE0324	VO1I8	3.36360e-06		#3333ff	
2024.EXT.0725.2154.220_Bab_United_Kingdom	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.2.1.1.2.1.2	FE0328	VO1IG	7.33880e-06		#3333ff	
2024.EXT.0725.2139.270_Bab_Kosovo	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.2.1.1.2.2	FE033	VO1J	8.25620e-06		#3333ff	
2024.EXT.0725.2137.270_Bab_New_Zealand	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.2.1.2	FE034	VO1K	8.86770e-06		#3333ff	
2024.EXT.0725.1836.060_Bab_United_States	2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.2.2	FE038	VO1O	1.56260e-05		#3333ff	
n390	2.2.2.2.2.2.2.1.1.1.1.1.1.2	FE04	VO2	9.17350e-06	100	#3333ff	
n391	2.2.2.2.2.2.2.1.1.1.1.1.1.2.1	FE04	VO2	1.07025e-05	100	#3333ff	
2024.EXT.0725.1407.590_Bab_Costa_Rica	2.2.2.2.2.2.2.1.1.1.1.1.1.2.1.1	FE04	VO20	9.47930e-06		#3333ff	
n393	2.2.2.2.2.2.2.1.1.1.1.1.1.2.1.2	FE05	VO2G	3.06000e-08	53	#3333ff	
n394	2.2.2.2.2.2.2.1.1.1.1.1.1.2.1.2.1	FE050	VO2G	6.11600e-07	86	#3333ff	
n395	2.2.2.2.2.2.2.1.1.1.1.1.1.2.1.2.1.1	FE050	VO2G	3.05800e-07	67	#3333ff	
n396	2.2.2.2.2.2.2.1.1.1.1.1.1.2.1.2.1.1.1	FE050	VO2G	2.44620e-06	100	#3333ff	
2024.EXT.0725.1626.250_Bab_United_States	2.2.2.2.2.2.2.1.1.1.1.1.1.2.1.2.1.1.1.1	FE050	VO2G	3.97520e-06		#3333ff	
2024.EXT.0725.1630.050_Bab_United_States	2.2.2.2.2.2.2.1.1.1.1.1.1.2.1.2.1.1.1.2	FE051	VO2H	3.97520e-06		#3333ff	
n399	2.2.2.2.2.2.2.1.1.1.1.1.1.2.1.2.1.1.2	FE052	VO2I	3.06000e-08	50	#3333ff	
2024.EXT.0725.1837.480_Bab_Canada	2.2.2.2.2.2.2.1.1.1.1.1.1.2.1.2.1.1.2.1	FE052	VO2I	6.72720e-06		#3333ff	
2024.EXT.0725.2229.030_Bab_United_States	2.2.2.2.2.2.2.1.1.1.1.1.1.2.1.2.1.1.2.2	FE053	VO2J	4.89250e-06		#3333ff	
2024.EXT.0725.1626.380_Bab_United_States	2.2.2.2.2.2.2.1.1.1.1.1.1.2.1.2.1.2	FE054	VO2K	7.33880e-06		#3333ff	
2024.EXT.0725.1846.030_Bab_Brazil	2.2.2.2.2.2.2.1.1.1.1.1.1.2.1.2.2	FE058	VO2O	5.80990e-06		#3333ff	
n404	2.2.2.2.2.2.2.1.1.1.1.1.1.2.2	FE06	VO3	2.44620e-06	100	#3333ff	
2024.EXT.0725.1601.390_Bab	2.2.2.2.2.2.2.1.1.1.1.1.1.2.2.1	FE06	VO30	1.03967e-05		#3333ff	
2024.EXT.0725.2136.400_Bab_United_Kingdom	2.2.2.2.2.2.2.1.1.1.1.1.1.2.2.2	FE07	VO3G	8.56190e-06		#3333ff	
n407	2.2.2.2.2.2.2.1.1.1.1.1.2	FE08	VO4	2.23629e-05	100	#ff3366	
n408	2.2.2.2.2.2.2.1.1.1.1.1.2.1	FE08	VO4	9.47930e-06	100	#ff3366	
n409	2.2.2.2.2.2.2.1.1.1.1.1.2.1.1	FE08	VO4	2.14050e-06	100	#ff3366	
2024.EXT.0725.1833.140_Bab_Kazakhstan	2.2.2.2.2.2.2.1.1.1.1.1.2.1.1.1	FE08	VO40	1.68530e-05		#ff3366	
n411	2.2.2.2.2.2.2.1.1.1.1.1.2.1.1.2	FE09	VO4G	2.14050e-06	100	#ff3366	
2024.EXT.0725.1837.200_Bab_France	2.2.2.2.2.2.2.1.1.1.1.1.2.1.1.2.1	FE090	VO4G	1.37604e-05		#ff3366	
2024.EXT.0725.2201.090_Bab_Spain	2.2.2.2.2.2.2.1.1.1.1.1.2.1.1.2.2	FE098	VO4O	1.71584e-05		#ff3366	
2024.EXT.0725.2140.190_Bab_Poland	2.2.2.2.2.2.2.1.1.1.1.1.2.1.2	FE0A	VO5	2.11356e-05		#ff3366	
n415	2.2.2.2.2.2.2.1.1.1.1.1.2.2	FE0C	VO6	1.25372e-05	100	#ff3366	
n416	2.2.2.2.2.2.2.1.1.1.1.1.2.2.1	FE0C	VO6	7.64460e-06	100	#ff3366	
n417	2.2.2.2.2.2.2.1.1.1.1.1.2.2.1.1	FE0C	VO60	3.05800e-07	79	#ff3366	
n418	2.2.2.2.2.2.2.1.1.1.1.1.2.2.1.1.1	FE0C0	VO60	3.05800e-07	81	#ff3366	
2024.EXT.0725.1836.320_Bab_Italy	2.2.2.2.2.2.2.1.1.1.1.1.2.2.1.1.1.1	FE0C0	VO60	5.50410e-06		#ff3366	
2024.EXT.0725.1836.360_Bab_Italy	2.2.2.2.2.2.2.1.1.1.1.1.2.2.1.1.1.2	FE0C4	VO64	7.33880e-06		#ff3366	
2024.EXT.0725.1837.030_Bab_France	2.2.2.2.2.2.2.1.1.1.1.1.2.2.1.1.2	FE0C8	VO68	4.89250e-06		#ff3366	
