sample	hier_label	hier_label16	hier_label32	branch_length	label	color	annotation_name
2024.EXT.0725.2211.480_Bme_Italy	2.2.2.2.2.2.2.2.1.1.1.1.1.2.2.2.2.2	FF07C	VS3S	4.28090e-06		#ff3333	
2024.EXT.0725.1519.270_Bme_Italy	2.2.2.2.2.2.2.2.1.1.1.1.2	FF08	VS4	5.88355e-05		#33ff33	
n617	2.2.2.2.2.2.2.2.1.1.1.2	FF1	VS8	2.60452e-05	100	#6666ff	
n618	2.2.2.2.2.2.2.2.1.1.1.2.1	FF10	VS8	1.03967e-05	100	#6666ff	
n619	2.2.2.2.2.2.2.2.1.1.1.2.1.1	FF10	VS8	2.75200e-06	100	#6666ff	
2024.EXT.0725.1534.330_Bme_Italy	2.2.2.2.2.2.2.2.1.1.1.2.1.1.1	FF10	VS8	2.26741e-05		#6666ff	
2024.EXT.0725.2211.520_Bme_Italy	2.2.2.2.2.2.2.2.1.1.1.2.1.1.2	FF12	VS9	1.86907e-05		#6666ff	
n622	2.2.2.2.2.2.2.2.1.1.1.2.1.2	FF14	VSA	4.58670e-06	100	#6666ff	
n623	2.2.2.2.2.2.2.2.1.1.1.2.1.2.1	FF14	VSA	1.22310e-06	99	#6666ff	
2024.EXT.0725.1543.170_Bme_Italy	2.2.2.2.2.2.2.2.1.1.1.2.1.2.1.1	FF14	VSA0	1.80775e-05		#6666ff	
n625	2.2.2.2.2.2.2.2.1.1.1.2.1.2.1.2	FF15	VSAG	1.19256e-05	100	#6666ff	
2024.EXT.0725.2212.210_Bme_Italy	2.2.2.2.2.2.2.2.1.1.1.2.1.2.1.2.1	FF150	VSAG	7.03300e-06		#6666ff	
2024.EXT.0725.2212.280_Bme_Italy	2.2.2.2.2.2.2.2.1.1.1.2.1.2.1.2.2	FF158	VSAO	3.36360e-06		#6666ff	
n628	2.2.2.2.2.2.2.2.1.1.1.2.1.2.2	FF16	VSB	1.22310e-06	99	#6666ff	
2024.EXT.0725.1704.320_Bme_United_States	2.2.2.2.2.2.2.2.1.1.1.2.1.2.2.1	FF16	VSB0	1.62389e-05		#6666ff	
n630	2.2.2.2.2.2.2.2.1.1.1.2.1.2.2.2	FF17	VSBG	1.03967e-05	100	#6666ff	
n631	2.2.2.2.2.2.2.2.1.1.1.2.1.2.2.2.1	FF170	VSBG	3.06000e-08	22	#6666ff	
n632	2.2.2.2.2.2.2.2.1.1.1.2.1.2.2.2.1.1	FF170	VSBG	3.06000e-08	17	#6666ff	
n633	2.2.2.2.2.2.2.2.1.1.1.2.1.2.2.2.1.1.1	FF170	VSBG	9.17300e-07	99	#6666ff	
n634	2.2.2.2.2.2.2.2.1.1.1.2.1.2.2.2.1.1.1.1	FF170	VSBG	4.28090e-06	100	#6666ff	
2024.EXT.0725.1856.420_Bme_France	2.2.2.2.2.2.2.2.1.1.1.2.1.2.2.2.1.1.1.1.1	FF1700	VSBG0	5.19830e-06		#6666ff	
2024.EXT.0725.1903.570_Bme_Belgium	2.2.2.2.2.2.2.2.1.1.1.2.1.2.2.2.1.1.1.1.2	FF1708	VSBGG	4.89250e-06		#6666ff	
2024.EXT.0725.1905.380_Bme_France	2.2.2.2.2.2.2.2.1.1.1.2.1.2.2.2.1.1.1.2	FF171	VSBH	5.50410e-06		#6666ff	
2024.EXT.0725.1900.510_Bme_France	2.2.2.2.2.2.2.2.1.1.1.2.1.2.2.2.1.1.2	FF172	VSBI	6.42140e-06		#6666ff	
n639	2.2.2.2.2.2.2.2.1.1.1.2.1.2.2.2.1.2	FF174	VSBK	3.06000e-08	22	#6666ff	
n640	2.2.2.2.2.2.2.2.1.1.1.2.1.2.2.2.1.2.1	FF174	VSBK	1.52890e-06	100	#6666ff	
2024.EXT.0725.1859.280_Bme_France	2.2.2.2.2.2.2.2.1.1.1.2.1.2.2.2.1.2.1.1	FF174	VSBK	5.50410e-06		#6666ff	
2024.EXT.0725.1904.160_Bme_France	2.2.2.2.2.2.2.2.1.1.1.2.1.2.2.2.1.2.1.2	FF175	VSBL	3.97520e-06		#6666ff	
2024.EXT.0725.2307.450_Bme_Sweden	2.2.2.2.2.2.2.2.1.1.1.2.1.2.2.2.1.2.2	FF176	VSBM	6.11570e-06		#6666ff	
2024.EXT.0725.1900.270_Bme_France	2.2.2.2.2.2.2.2.1.1.1.2.1.2.2.2.2	FF178	VSBO	8.86770e-06		#6666ff	
2024.EXT.0725.2046.040_Bme	2.2.2.2.2.2.2.2.1.1.1.2.2	FF18	VSC	1.68523e-05		#6666ff	
n646	2.2.2.2.2.2.2.2.1.1.2	FF2	VSG	3.12576e-05	100		
n647	2.2.2.2.2.2.2.2.1.1.2.1	FF2	VSG	1.49835e-05	100	#66ff00	
n648	2.2.2.2.2.2.2.2.1.1.2.1.1	FF20	VSG	6.42140e-06	100	#99ff33	
n649	2.2.2.2.2.2.2.2.1.1.2.1.1.1	FF20	VSG	7.64460e-06	100	#99ff33	
n650	2.2.2.2.2.2.2.2.1.1.2.1.1.1.1	FF20	VSG	4.28090e-06	100	#99ff33	
n651	2.2.2.2.2.2.2.2.1.1.2.1.1.1.1.1	FF20	VSG0	7.03300e-06	100	#99ff33	
n652	2.2.2.2.2.2.2.2.1.1.2.1.1.1.1.1.1	FF200	VSG0	3.05800e-07	84	#99ff33	
2024.EXT.0725.1517.350_Bme_Italy	2.2.2.2.2.2.2.2.1.1.2.1.1.1.1.1.1.1	FF200	VSG0	3.97520e-06		#99ff33	
n654	2.2.2.2.2.2.2.2.1.1.2.1.1.1.1.1.1.2	FF204	VSG4	3.06000e-08	63	#99ff33	
2024.EXT.0725.1533.500_Bme_Italy	2.2.2.2.2.2.2.2.1.1.2.1.1.1.1.1.1.2.1	FF204	VSG4	3.05780e-06		#99ff33	
2024.EXT.0725.1535.120_Bme_Italy	2.2.2.2.2.2.2.2.1.1.2.1.1.1.1.1.1.2.2	FF206	VSG6	5.80990e-06		#99ff33	
n657	2.2.2.2.2.2.2.2.1.1.2.1.1.1.1.1.2	FF208	VSG8	1.83470e-06	100	#99ff33	
n658	2.2.2.2.2.2.2.2.1.1.2.1.1.1.1.1.2.1	FF208	VSG8	3.06000e-08	42	#99ff33	
2024.EXT.0725.1519.100_Bme_Italy	2.2.2.2.2.2.2.2.1.1.2.1.1.1.1.1.2.1.1	FF208	VSG8	3.05780e-06		#99ff33	
2024.EXT.0725.1818.220_Bme_Italy	2.2.2.2.2.2.2.2.1.1.2.1.1.1.1.1.2.1.2	FF20A	VSGA	1.52890e-06		#99ff33	
2024.EXT.0725.1817.520_Bme_Italy	2.2.2.2.2.2.2.2.1.1.2.1.1.1.1.1.2.2	FF20C	VSGC	3.97520e-06		#99ff33	
2024.EXT.0725.2204.330_Bme_Italy	2.2.2.2.2.2.2.2.1.1.2.1.1.1.1.2	FF21	VSGG	9.17350e-06		#99ff33	
2024.EXT.0725.1519.050_Bme_Italy	2.2.2.2.2.2.2.2.1.1.2.1.1.1.2	FF22	VSH	1.16198e-05		#99ff33	
n664	2.2.2.2.2.2.2.2.1.1.2.1.1.2	FF24	VSI	2.11417e-05	100	#99ff33	
2024.EXT.0725.1600.140_Bme	2.2.2.2.2.2.2.2.1.1.2.1.1.2.1	FF24	VSI	4.89250e-06		#99ff33	
2024.EXT.0725.1908.070_Bme_Tunisia	2.2.2.2.2.2.2.2.1.1.2.1.1.2.2	FF26	VSJ	4.28090e-06		#99ff33	
n667	2.2.2.2.2.2.2.2.1.1.2.1.2	FF28	VSK	1.80777e-05	100	#ff00cc	
n668	2.2.2.2.2.2.2.2.1.1.2.1.2.1	FF28	VSK	3.05780e-06	100	#ff00cc	
n669	2.2.2.2.2.2.2.2.1.1.2.1.2.1.1	FF28	VSK	3.06000e-08	69	#ff00cc	
n670	2.2.2.2.2.2.2.2.1.1.2.1.2.1.1.1	FF28	VSK0	3.97520e-06	100	#ff00cc	
n671	2.2.2.2.2.2.2.2.1.1.2.1.2.1.1.1.1	FF280	VSK0	3.06000e-08	15	#ff00cc	
n672	2.2.2.2.2.2.2.2.1.1.2.1.2.1.1.1.1.1	FF280	VSK0	3.06000e-08	15	#ff00cc	
2024.EXT.0725.1550.230_Bme_Austria	2.2.2.2.2.2.2.2.1.1.2.1.2.1.1.1.1.1.1	FF280	VSK0	3.97520e-06		#ff00cc	
2024.EXT.0725.1728.540_Bme_Egypt	2.2.2.2.2.2.2.2.1.1.2.1.2.1.1.1.1.1.2	FF282	VSK2	4.28090e-06		#ff00cc	
n675	2.2.2.2.2.2.2.2.1.1.2.1.2.1.1.1.1.2	FF284	VSK4	3.05800e-07	96	#ff00cc	
n676	2.2.2.2.2.2.2.2.1.1.2.1.2.1.1.1.1.2.1	FF284	VSK4	1.83470e-06	100	#ff00cc	
2024.EXT.0725.1722.150_Bme_Egypt	2.2.2.2.2.2.2.2.1.1.2.1.2.1.1.1.1.2.1.1	FF284	VSK4	4.28090e-06		#ff00cc	
2024.EXT.0725.1738.130_Bme_Egypt	2.2.2.2.2.2.2.2.1.1.2.1.2.1.1.1.1.2.1.2	FF285	VSK5	3.66940e-06		#ff00cc	
2024.EXT.0725.1908.130_Bme_Egypt	2.2.2.2.2.2.2.2.1.1.2.1.2.1.1.1.1.2.2	FF286	VSK6	2.75200e-06		#ff00cc	
n680	2.2.2.2.2.2.2.2.1.1.2.1.2.1.1.1.2	FF288	VSK8	3.97520e-06	100	#ff00cc	
2024.EXT.0725.1820.540_Bme_Italy	2.2.2.2.2.2.2.2.1.1.2.1.2.1.1.1.2.1	FF288	VSK8	3.66940e-06		#ff00cc	
2024.EXT.0725.1821.070_Bme_Italy	2.2.2.2.2.2.2.2.1.1.2.1.2.1.1.1.2.2	FF28C	VSKC	5.50410e-06		#ff00cc	
n683	2.2.2.2.2.2.2.2.1.1.2.1.2.1.1.2	FF29	VSKG	2.14050e-06	100	#ff00cc	
2024.EXT.0725.1552.560_Bme_Egypt	2.2.2.2.2.2.2.2.1.1.2.1.2.1.1.2.1	FF290	VSKG	5.19830e-06		#ff00cc	
2024.EXT.0725.1725.360_Bme_Egypt	2.2.2.2.2.2.2.2.1.1.2.1.2.1.1.2.2	FF298	VSKO	6.11570e-06		#ff00cc	
n686	2.2.2.2.2.2.2.2.1.1.2.1.2.1.2	FF2A	VSL	1.22310e-06	100	#ff00cc	
2024.EXT.0725.1709.210_Bme_Egypt	2.2.2.2.2.2.2.2.1.1.2.1.2.1.2.1	FF2A	VSL0	7.95040e-06		#ff00cc	
2024.EXT.0725.1718.430_Bme_Egypt	2.2.2.2.2.2.2.2.1.1.2.1.2.1.2.2	FF2B	VSLG	1.00909e-05		#ff00cc	
n689	2.2.2.2.2.2.2.2.1.1.2.1.2.2	FF2C	VSM	1.22310e-06	98	#ff00cc	
n690	2.2.2.2.2.2.2.2.1.1.2.1.2.2.1	FF2C	VSM	7.64460e-06	100	#ff00cc	
n691	2.2.2.2.2.2.2.2.1.1.2.1.2.2.1.1	FF2C	VSM0	3.06000e-08	31	#ff00cc	
n692	2.2.2.2.2.2.2.2.1.1.2.1.2.2.1.1.1	FF2C0	VSM0	3.06000e-08	20	#ff00cc	
n693	2.2.2.2.2.2.2.2.1.1.2.1.2.2.1.1.1.1	FF2C0	VSM0	6.11600e-07	95	#ff00cc	
2024.EXT.0725.1709.410_Bme_Egypt	2.2.2.2.2.2.2.2.1.1.2.1.2.2.1.1.1.1.1	FF2C0	VSM0	3.36360e-06		#ff00cc	
2024.EXT.0725.1717.340_Bme_Egypt	2.2.2.2.2.2.2.2.1.1.2.1.2.2.1.1.1.1.2	FF2C2	VSM2	3.66940e-06		#ff00cc	
2024.EXT.0725.1719.250_Bme_Egypt	2.2.2.2.2.2.2.2.1.1.2.1.2.2.1.1.1.2	FF2C4	VSM4	2.14050e-06		#ff00cc	
n697	2.2.2.2.2.2.2.2.1.1.2.1.2.2.1.1.2	FF2C8	VSM8	3.06000e-08	41	#ff00cc	
n698	2.2.2.2.2.2.2.2.1.1.2.1.2.2.1.1.2.1	FF2C8	VSM8	6.11600e-07	98	#ff00cc	
2024.EXT.0725.1714.590_Bme_Egypt	2.2.2.2.2.2.2.2.1.1.2.1.2.2.1.1.2.1.1	FF2C8	VSM8	3.97520e-06		#ff00cc	
2024.EXT.0725.1717.060_Bme_Egypt	2.2.2.2.2.2.2.2.1.1.2.1.2.2.1.1.2.1.2	FF2CA	VSMA	3.97520e-06		#ff00cc	
n701	2.2.2.2.2.2.2.2.1.1.2.1.2.2.1.1.2.2	FF2CC	VSMC	3.05800e-07	90	#ff00cc	
2024.EXT.0725.1716.450_Bme_Egypt	2.2.2.2.2.2.2.2.1.1.2.1.2.2.1.1.2.2.1	FF2CC	VSMC	3.97520e-06		#ff00cc	
2024.EXT.0725.1724.400_Bme_Egypt	2.2.2.2.2.2.2.2.1.1.2.1.2.2.1.1.2.2.2	FF2CE	VSME	2.75200e-06		#ff00cc	
2024.EXT.0725.1738.470_Bme_Egypt	2.2.2.2.2.2.2.2.1.1.2.1.2.2.1.2	FF2D	VSMG	3.05780e-06		#ff00cc	
n705	2.2.2.2.2.2.2.2.1.1.2.1.2.2.2	FF2E	VSN	1.52890e-06	99	#ff00cc	
n706	2.2.2.2.2.2.2.2.1.1.2.1.2.2.2.1	FF2E	VSN0	3.05780e-06	100	#ff00cc	
n707	2.2.2.2.2.2.2.2.1.1.2.1.2.2.2.1.1	FF2E0	VSN0	3.05780e-06	100	#ff00cc	
n708	2.2.2.2.2.2.2.2.1.1.2.1.2.2.2.1.1.1	FF2E0	VSN0	3.05800e-07	70	#ff00cc	
2024.EXT.0725.1710.390_Bme_Egypt	2.2.2.2.2.2.2.2.1.1.2.1.2.2.2.1.1.1.1	FF2E0	VSN0	3.66940e-06		#ff00cc	
2024.EXT.0725.1749.540_Bme_Egypt	2.2.2.2.2.2.2.2.1.1.2.1.2.2.2.1.1.1.2	FF2E2	VSN2	4.28090e-06		#ff00cc	
2024.EXT.0725.1728.070_Bme_Egypt	2.2.2.2.2.2.2.2.1.1.2.1.2.2.2.1.1.2	FF2E4	VSN4	4.58670e-06		#ff00cc	
n712	2.2.2.2.2.2.2.2.1.1.2.1.2.2.2.1.2	FF2E8	VSN8	3.06000e-08	80	#ff00cc	
n713	2.2.2.2.2.2.2.2.1.1.2.1.2.2.2.1.2.1	FF2E8	VSN8	3.36360e-06	100	#ff00cc	
2024.EXT.0725.1711.580_Bme_Egypt	2.2.2.2.2.2.2.2.1.1.2.1.2.2.2.1.2.1.1	FF2E8	VSN8	3.97520e-06		#ff00cc	
2024.EXT.0725.2150.520_Bme_Egypt	2.2.2.2.2.2.2.2.1.1.2.1.2.2.2.1.2.1.2	FF2EA	VSNA	2.44620e-06		#ff00cc	
2024.EXT.0725.1720.490_Bme_Egypt	2.2.2.2.2.2.2.2.1.1.2.1.2.2.2.1.2.2	FF2EC	VSNC	5.50410e-06		#ff00cc	
n717	2.2.2.2.2.2.2.2.1.1.2.1.2.2.2.2	FF2F	VSNG	2.14050e-06	100	#ff00cc	
2024.EXT.0725.1732.110_Bme_Egypt	2.2.2.2.2.2.2.2.1.1.2.1.2.2.2.2.1	FF2F0	VSNG	6.42140e-06		#ff00cc	
2024.EXT.0725.1748.310_Bme_Egypt	2.2.2.2.2.2.2.2.1.1.2.1.2.2.2.2.2	FF2F8	VSNO	7.03300e-06		#ff00cc	
n720	2.2.2.2.2.2.2.2.1.1.2.2	FF3	VSO	4.38219e-05	100	#00ffff	
2024.EXT.0725.2057.320_Bme_Algeria	2.2.2.2.2.2.2.2.1.1.2.2.1	FF30	VSO	3.66940e-06		#00ffff	
2024.EXT.0725.2301.190_Bme_Sweden	2.2.2.2.2.2.2.2.1.1.2.2.2	FF38	VSS	3.66940e-06		#00ffff	
2024.EXT.0725.1904.550_Bme_France	2.2.2.2.2.2.2.2.1.2	FF4	VT	7.93947e-05			
n724	2.2.2.2.2.2.2.2.2	FF8	VU	1.08769e-05	100		
n725	2.2.2.2.2.2.2.2.2.1	FF8	VU	9.46004e-05	100		
n726	2.2.2.2.2.2.2.2.2.1.1	FF8	VU0	7.05042e-05	100		
n727	2.2.2.2.2.2.2.2.2.1.1.1	FF8	VU0	2.57348e-05	100		
n728	2.2.2.2.2.2.2.2.2.1.1.1.1	FF80	VU0	4.58670e-06	100		
n729	2.2.2.2.2.2.2.2.2.1.1.1.1.1	FF80	VU0	3.37084e-05	100	#ffff00	
n730	2.2.2.2.2.2.2.2.2.1.1.1.1.1.1	FF80	VU0	3.97520e-06	100	#ffff00	
n731	2.2.2.2.2.2.2.2.2.1.1.1.1.1.1.1	FF80	VU00	3.66940e-06	100	#ffff00	
n732	2.2.2.2.2.2.2.2.2.1.1.1.1.1.1.1.1	FF800	VU00	9.17300e-07	96	#ffff00	
n733	2.2.2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.1	FF800	VU00	1.03967e-05	100	#ffff00	
2024.EXT.0725.1342.500_Bme_Norway	2.2.2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.1.1	FF800	VU00	4.28090e-06		#ffff00	
2024.EXT.0725.2304.200_Bme_Sweden	2.2.2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.1.2	FF802	VU02	5.19830e-06		#ffff00	
n736	2.2.2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.2	FF804	VU04	1.31488e-05	100	#ffff00	
n737	2.2.2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.2.1	FF804	VU04	3.05800e-07	89	#ffff00	
2024.EXT.0725.1343.280_Bme_Norway	2.2.2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.2.1.1	FF804	VU04	7.64460e-06		#ffff00	
2024.EXT.0725.2307.090_Bme_Sweden	2.2.2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.2.1.2	FF805	VU05	3.66940e-06		#ffff00	
2024.EXT.0725.1417.010_Bme_Ethiopia	2.2.2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.2.2	FF806	VU06	6.11570e-06		#ffff00	
n741	2.2.2.2.2.2.2.2.2.1.1.1.1.1.1.1.2	FF808	VU08	4.28090e-06	100	#ffff00	
n742	2.2.2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1	FF808	VU08	3.05780e-06	100	#ffff00	
2024.EXT.0725.1703.480_Bme	2.2.2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.1	FF808	VU08	6.72720e-06		#ffff00	
2024.EXT.0725.2138.550_Bme_Somalia	2.2.2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1.2	FF80A	VU0A	4.58670e-06		#ffff00	
2024.EXT.0725.2309.070_Bme_Sweden	2.2.2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.2	FF80C	VU0C	9.78510e-06		#ffff00	
2024.EXT.0725.2307.530_Bme_Sweden	2.2.2.2.2.2.2.2.2.1.1.1.1.1.1.2	FF81	VU0G	1.99158e-05		#ffff00	
n747	2.2.2.2.2.2.2.2.2.1.1.1.1.1.2	FF82	VU1	6.11600e-07	95	#ffff00	
n748	2.2.2.2.2.2.2.2.2.1.1.1.1.1.2.1	FF82	VU10	7.33880e-06	100	#ffff00	
n749	2.2.2.2.2.2.2.2.2.1.1.1.1.1.2.1.1	FF820	VU10	9.17350e-06	100	#ffff00	
2024.EXT.0725.1344.260_Bme_Norway	2.2.2.2.2.2.2.2.2.1.1.1.1.1.2.1.1.1	FF820	VU10	8.25620e-06		#ffff00	
2024.EXT.0725.2300.340_Bme_Sweden	2.2.2.2.2.2.2.2.2.1.1.1.1.1.2.1.1.2	FF824	VU14	4.58670e-06		#ffff00	
n752	2.2.2.2.2.2.2.2.2.1.1.1.1.1.2.1.2	FF828	VU18	4.58670e-06	100	#ffff00	
2024.EXT.0725.2137.400_Bme_Somalia	2.2.2.2.2.2.2.2.2.1.1.1.1.1.2.1.2.1	FF828	VU18	9.78510e-06		#ffff00	
2024.EXT.0725.2201.520_Bme_Somalia	2.2.2.2.2.2.2.2.2.1.1.1.1.1.2.1.2.2	FF82C	VU1C	1.34546e-05		#ffff00	
2024.EXT.0725.2308.210_Bme_Sweden	2.2.2.2.2.2.2.2.2.1.1.1.1.1.2.2	FF83	VU1G	2.60443e-05		#ffff00	
2024.EXT.0725.2159.580_Bme_Nigeria	2.2.2.2.2.2.2.2.2.1.1.1.1.2	FF84	VU2	7.01776e-05		#999900	
n757	2.2.2.2.2.2.2.2.2.1.1.1.2	FF88	VU4	6.74197e-05	100	#ff9900	
2024.EXT.0725.1908.030_Bme_Oman	2.2.2.2.2.2.2.2.2.1.1.1.2.1	FF88	VU4	6.11570e-06		#ff9900	
2024.EXT.0725.2138.530_Bme_United_Kingdom	2.2.2.2.2.2.2.2.2.1.1.1.2.2	FF8C	VU6	6.42140e-06		#ff9900	
2024.EXT.0725.2202.150_Bme_Zimbabwe	2.2.2.2.2.2.2.2.2.1.1.2	FF9	VU8	0.000104516		#ff9900	
n761	2.2.2.2.2.2.2.2.2.1.2	FFA	VUG	0.000103607	100		
n762	2.2.2.2.2.2.2.2.2.1.2.1	FFA	VUG	2.60461e-05	100	#3333ff	
n763	2.2.2.2.2.2.2.2.2.1.2.1.1	FFA0	VUG	7.64460e-06	100	#3333ff	
n764	2.2.2.2.2.2.2.2.2.1.2.1.1.1	FFA0	VUG	2.75200e-06	100	#3333ff	
n765	2.2.2.2.2.2.2.2.2.1.2.1.1.1.1	FFA0	VUG	3.05800e-07	69	#3333ff	
2024.EXT.0725.1344.450_Bme_Spain	2.2.2.2.2.2.2.2.2.1.2.1.1.1.1.1	FFA0	VUG0	7.03300e-06		#3333ff	
2024.EXT.0725.1902.000_Bme_Spain	2.2.2.2.2.2.2.2.2.1.2.1.1.1.1.2	FFA1	VUGG	5.80990e-06		#3333ff	
n768	2.2.2.2.2.2.2.2.2.1.2.1.1.1.2	FFA2	VUH	3.36360e-06	100	#3333ff	
2024.EXT.0725.1350.540_Bme_Spain	2.2.2.2.2.2.2.2.2.1.2.1.1.1.2.1	FFA2	VUH0	3.97520e-06		#3333ff	
2024.EXT.0725.1913.320_Bme_France	2.2.2.2.2.2.2.2.2.1.2.1.1.1.2.2	FFA3	VUHG	5.50410e-06		#3333ff	
2024.EXT.0725.2135.230_Bme_Norway	2.2.2.2.2.2.2.2.2.1.2.1.1.2	FFA4	VUI	1.00909e-05		#3333ff	
n772	2.2.2.2.2.2.2.2.2.1.2.1.2	FFA8	VUK	1.83920e-06	100	#3333ff	
n773	2.2.2.2.2.2.2.2.2.1.2.1.2.1	FFA8	VUK	1.16198e-05	100	#3333ff	
n774	2.2.2.2.2.2.2.2.2.1.2.1.2.1.1	FFA8	VUK	9.10200e-07	100	#3333ff	
n775	2.2.2.2.2.2.2.2.2.1.2.1.2.1.1.1	FFA8	VUK0	3.06000e-08	82	#3333ff	
2024.EXT.0725.1348.100_Bme_Portugal	2.2.2.2.2.2.2.2.2.1.2.1.2.1.1.1.1	FFA80	VUK0	5.80990e-06		#3333ff	
2024.EXT.0725.1854.180_Bme_France	2.2.2.2.2.2.2.2.2.1.2.1.2.1.1.1.2	FFA88	VUK8	7.33880e-06		#3333ff	
n778	2.2.2.2.2.2.2.2.2.1.2.1.2.1.1.2	FFA9	VUKG	6.11600e-07	94	#3333ff	
2024.EXT.0725.1350.270_Bme_Portugal	2.2.2.2.2.2.2.2.2.1.2.1.2.1.1.2.1	FFA90	VUKG	7.33880e-06		#3333ff	
n780	2.2.2.2.2.2.2.2.2.1.2.1.2.1.1.2.2	FFA98	VUKO	9.17300e-07	95	#3333ff	
2024.EXT.0725.1854.000_Bme_France	2.2.2.2.2.2.2.2.2.1.2.1.2.1.1.2.2.1	FFA98	VUKO	6.11570e-06		#3333ff	
2024.EXT.0725.2138.380_Bme_Portugal	2.2.2.2.2.2.2.2.2.1.2.1.2.1.1.2.2.2	FFA9C	VUKS	4.89250e-06		#3333ff	
2024.EXT.0725.1349.420_Bme_Portugal	2.2.2.2.2.2.2.2.2.1.2.1.2.1.2	FFAA	VUL	1.22443e-05		#3333ff	
2024.EXT.0725.1908.420_Bme_France	2.2.2.2.2.2.2.2.2.1.2.1.2.2	FFAC	VUM	1.71489e-05		#3333ff	
n785	2.2.2.2.2.2.2.2.2.1.2.2	FFB	VUO	1.86894e-05	100	#ff0099	
n786	2.2.2.2.2.2.2.2.2.1.2.2.1	FFB0	VUO	3.06000e-08	87	#ff0099	
n787	2.2.2.2.2.2.2.2.2.1.2.2.1.1	FFB0	VUO	8.25620e-06	100	#ff0099	
n788	2.2.2.2.2.2.2.2.2.1.2.2.1.1.1	FFB0	VUO	8.56190e-06	100	#ff0099	
2024.EXT.0725.1730.590_Bme_Egypt	2.2.2.2.2.2.2.2.2.1.2.2.1.1.1.1	FFB0	VUO0	8.25620e-06		#ff0099	
2024.EXT.0725.1901.000_Bme_United_States	2.2.2.2.2.2.2.2.2.1.2.2.1.1.1.2	FFB1	VUOG	1.07025e-05		#ff0099	
n791	2.2.2.2.2.2.2.2.2.1.2.2.1.1.2	FFB2	VUP	1.25372e-05	100	#ff0099	
2024.EXT.0725.1856.060_Bme_Spain	2.2.2.2.2.2.2.2.2.1.2.2.1.1.2.1	FFB2	VUP0	5.50410e-06		#ff0099	
2024.EXT.0725.1908.270_Bme_Mexico	2.2.2.2.2.2.2.2.2.1.2.2.1.1.2.2	FFB3	VUPG	3.97520e-06		#ff0099	
n794	2.2.2.2.2.2.2.2.2.1.2.2.1.2	FFB4	VUQ	6.11600e-07	100	#ff0099	
2024.EXT.0725.1912.590_Bme_Argentina	2.2.2.2.2.2.2.2.2.1.2.2.1.2.1	FFB4	VUQ	2.45118e-05		#ff0099	
2024.EXT.0725.2308.010_Bme_Sweden	2.2.2.2.2.2.2.2.2.1.2.2.1.2.2	FFB6	VUR	2.78820e-05		#ff0099	
2024.EXT.0725.2145.350_Bme_Argentina	2.2.2.2.2.2.2.2.2.1.2.2.2	FFB8	VUS	2.54307e-05		#ff0099	
n798	2.2.2.2.2.2.2.2.2.2	FFC	VV	5.82504e-05	100		
2024.EXT.0725.1712.480_Bme_Egypt	2.2.2.2.2.2.2.2.2.2.1	FFC	VV0	0.000212668		#990099	
n800	2.2.2.2.2.2.2.2.2.2.2	FFE	VVG	5.62053e-05	100		
n801	2.2.2.2.2.2.2.2.2.2.2.1	FFE	VVG	3.03610e-06	100	#00ffcc	
2024.EXT.0725.1325.140_Bme_Greece	2.2.2.2.2.2.2.2.2.2.2.1.1	FFE0	VVG	7.75381e-05		#00ffcc	
n803	2.2.2.2.2.2.2.2.2.2.2.1.2	FFE8	VVK	5.33241e-05	100	#00ffcc	
n804	2.2.2.2.2.2.2.2.2.2.2.1.2.1	FFE8	VVK	3.06000e-08	33	#00ffcc	
2024.EXT.0725.1856.180_Bme_Spain	2.2.2.2.2.2.2.2.2.2.2.1.2.1.1	FFE8	VVK	1.59328e-05		#00ffcc	
n806	2.2.2.2.2.2.2.2.2.2.2.1.2.1.2	FFEA	VVL	3.05780e-06	100	#00ffcc	
2024.EXT.0725.1901.340_Bme_Spain	2.2.2.2.2.2.2.2.2.2.2.1.2.1.2.1	FFEA	VVL0	7.64460e-06		#00ffcc	
2024.EXT.0725.1905.230_Bme_France	2.2.2.2.2.2.2.2.2.2.2.1.2.1.2.2	FFEB	VVLG	8.56190e-06		#00ffcc	
2024.EXT.0725.1856.480_Bme_France	2.2.2.2.2.2.2.2.2.2.2.1.2.2	FFEC	VVM	8.86770e-06		#00ffcc	
n810	2.2.2.2.2.2.2.2.2.2.2.2	FFF	VVO	4.75034e-05	100		
n811	2.2.2.2.2.2.2.2.2.2.2.2.1	FFF0	VVO	1.83714e-05	100	#33ff33	
n812	2.2.2.2.2.2.2.2.2.2.2.2.1.1	FFF0	VVO	1.34546e-05	100	#33ff33	
